"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 19 18:56:44 IST 2020","Wed Aug 19 18:57:11 IST 2020","27352","Redbus Automation","","","","","Test Automation Assignment",""
